Number,Trade type,Entry time,Exposure,Entry balance,Exit balance,Profit,Pnl (incl fees),Exchange,Margin,BTC Price
66,Short,18th Jun 2017 07:30,20 hours 30 minutes,1.065528,1.070589,0.005061,0.48,Bitmex,4,2515.25
65,Long,13th Jun 2017 08:00,1 day 5 hours 49 minutes,1.522191,1.055136,-0.467055,-30.68,Bitmex,4,2709.01
64,Short,12th Jun 2017 08:30,23 hours 30 minutes,1.17853,1.530012,0.351481,29.82,Bitmex,4,2655.71
63,Long,11th Jun 2017 18:00,14 hours 30 minutes,1.221917,1.177543,-0.044374,-3.63,Bitmex,4,2998.98
62,Short,11th Jun 2017 02:00,16 hours,1.360454,1.218764,-0.141689,-10.41,Bitmex,4,2998.98
61,Long,10th Jun 2017 13:30,12 hours 30 minutes,1.393089,1.359712,-0.033377,-2.4,Bitmex,4,2931.15
60,Short,6th Jun 2017 22:30,3 days 15 hours,1.469974,1.391339,-0.078634,-5.35,Bitmex,4,2871.29
59,Long,5th Jun 2017 03:30,1 day 19 hours,1.039089,1.479779,0.44069,42.41,Bitmex,4,2698
58,Short,4th Jun 2017 05:00,22 hours 30 minutes,1.120826,1.037229,-0.083596,-7.46,Bitmex,4,2521.36
57,Long,3rd Jun 2017 03:00,1 day 2 hours,1.060254,1.122204,0.061949,5.84,Bitmex,4,2548.05
56,Short,2nd Jun 2017 01:00,1 day 2 hours,1.241716,1.056125,-0.185591,-14.95,Bitmex,4,2478.99
55,Long,29th May 2017 08:30,3 days 16 hours 30 minutes,0.963893,1.248039,0.284145,29.48,Bitmex,4,2279.48
54,Short,27th May 2017 03:00,2 days 5 hours 30 minutes,0.996157,0.963158,-0.032998,-3.31,Bitmex,4,2099.99
53,Short,26th May 2017 00:00,5 hours 11 minutes,1.3443,0.988234,-0.356065,-26.49,Bitmex,4,2272.7
52,Long,23rd May 2017 14:00,1 day 16 hours 14 minutes,0.831117,1.355978,0.52486,63.15,Bitmex,4,2272.75
51,Short,23rd May 2017 04:00,10 hours,0.935686,0.828738,-0.106948,-11.43,Bitmex,4,2272.75
50,Long,18th May 2017 17:00,3 days 22 hours 9 minutes,0.577335,0.943841,0.366505,63.48,Bitmex,4,1899.16
49,Short,17th May 2017 23:30,17 hours 30 minutes,0.661206,0.575426,-0.085779,-12.97,Bitmex,4,1813.23
48,Long,15th May 2017 22:30,2 days 1 hour,0.5836,0.662972,0.079371,13.6,Bitmex,4,1747.81
47,Short,14th May 2017 17:00,1 day 5 hours 30 minutes,0.559052,0.584158,0.025106,4.49,Bitmex,4,1799.99
46,Long,13th May 2017 12:30,1 day 4 hours 30 minutes,0.529262,0.55973,0.030467,5.76,Bitmex,4,1792.73
45,Short,12th May 2017 01:00,1 day 11 hours 30 minutes,0.442968,0.531226,0.088257,19.92,Bitmex,4,1695.61
44,Long,6th May 2017 09:30,4 days 22 hours 7 minutes,0.274274,0.446807,0.172532,62.91,Bitmex,4,1585.39
43,Short,5th May 2017 06:30,1 day 3 hours,0.245607,0.274927,0.029319,11.94,Bitmex,4,1551.3
42,Long,30th Apr 2017 21:30,3 days 20 hours 34 minutes,0.151579,0.247747,0.096167,63.44,Bitmex,4,1384.55
41,Short,29th Apr 2017 17:30,1 day 4 hours,0.162326,0.151335,-0.010991,-6.77,Bitmex,4,1365.43
40,Long,19th Apr 2017 19:30,1 week 2 days 22 hours,0.117425,0.163348,0.045923,39.11,Bitmex,4,1214.21
39,Short,18th Apr 2017 20:30,23 hours,0.11982,0.11737,-0.00245,-2.04,Bitmex,4,1201.94
38,Long,17th Apr 2017 15:30,1 day 5 hours,0.122513,0.119759,-0.002753,-2.25,Bitmex,4,1189.91
37,Short,17th Apr 2017 12:30,3 hours,0.13505,0.122228,-0.012822,-9.49,Bitmex,4,1189.91
36,Long,15th Apr 2017 15:30,1 day 21 hours,0.141792,0.134896,-0.006895,-4.86,Bitmex,4,1178.85
35,Short,15th Apr 2017 11:00,4 hours 30 minutes,0.148853,0.141631,-0.007221,-4.85,Bitmex,4,1178.85
34,Long,14th Apr 2017 01:30,1 day 9 hours 30 minutes,0.146775,0.1489,0.002125,1.45,Bitmex,4,1173.74
33,Short,13th Apr 2017 06:30,19 hours,0.154245,0.146605,-0.007639,-4.95,Bitmex,4,1177.05
32,Long,13th Apr 2017 02:30,3 hours 36 minutes,0.198346,0.153241,-0.045104,-22.74,Bitmex,4,1177.05
31,Short,12th Apr 2017 08:30,18 hours,0.19856,0.198341,-0.000219,-0.11,Bitmex,4,1214.17
30,Long,11th Apr 2017 15:30,17 hours,0.196335,0.198611,0.002276,1.16,Bitmex,4,1223.99
29,Short,10th Apr 2017 11:30,1 day 4 hours,0.197303,0.196313,-0.00099,-0.5,Bitmex,4,1210
28,Long,31st Mar 2017 01:30,1 week 3 days 10 hours,0.12707,0.198901,0.071831,56.53,Bitmex,4,1088.99
27,Short,30th Mar 2017 03:30,22 hours,0.130968,0.126981,-0.003986,-3.04,Bitmex,4,1042.34
26,Long,25th Mar 2017 18:30,4 days 9 hours,0.098186,0.131714,0.033527,34.15,Bitmex,4,963.72
25,Short,24th Mar 2017 02:00,1 day 16 hours 30 minutes,0.077521,0.098656,0.021135,27.26,Bitmex,4,934.87
24,Long,21st Mar 2017 07:30,1 day 6 hours 45 minutes,0.112729,0.076719,-0.036009,-31.94,Bitmex,4,1114.42
23,Short,18th Mar 2017 02:30,3 days 5 hours,0.117144,0.112629,-0.004515,-3.85,Bitmex,4,970
22,Long,11th Mar 2017 14:00,5 days 13 hours 43 minutes,0.166362,0.116024,-0.050337,-30.26,Bitmex,4,1188.11
21,Short,11th Mar 2017 01:00,13 hours,0.21392,0.165279,-0.048641,-22.74,Bitmex,4,1188.11
20,Long,10th Mar 2017 13:30,7 hours 34 minutes,0.877773,0.198814,-0.678959,-77.35,Bitmex,4,1109.01
19,Short,10th Mar 2017 08:00,5 hours 24 minutes,1.17806,0.87094,-0.30712,-26.07,Bitmex,4,1109.01
18,Long,9th Mar 2017 09:30,22 hours 30 minutes,1.133124,1.179083,0.045958,4.06,Bitmex,4,1197.3
17,Long,2nd Mar 2017 16:30,5 days 13 hours 5 minutes,1.58266,1.122894,-0.459765,-29.05,Bitmex,4,1269.17
16,Short,2nd Mar 2017 10:00,6 hours 30 minutes,1.704809,1.57988,-0.124929,-7.33,Bitmex,4,1269.17
15,Long,1st Mar 2017 01:30,1 day 8 hours 30 minutes,1.512261,1.709191,0.19693,13.02,Bitmex,4,1230
14,Short,28th Feb 2017 13:00,12 hours 30 minutes,1.543006,1.511561,-0.031444,-2.04,Bitmex,4,1195.08
13,Long,26th Feb 2017 07:00,2 days 6 hours,1.396544,1.546339,0.149794,10.73,Bitmex,4,1184.91
12,Short,24th Feb 2017 17:00,1 day 14 hours,1.270735,1.399407,0.128672,10.13,Bitmex,4,1186.91
11,Long,20th Feb 2017 08:00,4 days 9 hours,0.89979,1.279177,0.379387,42.16,Bitmex,4,1089.82
10,Short,20th Feb 2017 01:30,6 hours 30 minutes,0.931497,0.899068,-0.032429,-3.48,Bitmex,4,1089.82
9,Long,16th Feb 2017 02:00,3 days 23 hours 30 minutes,0.819855,0.934038,0.114182,13.93,Bitmex,4,1038.94
8,Short,15th Feb 2017 00:00,1 day 2 hours,0.830173,0.81962,-0.010552,-1.27,Bitmex,4,1014.53
7,Long,10th Feb 2017 11:00,4 days 13 hours,0.706481,0.832987,0.126506,17.91,Bitmex,4,1001.99
6,Long,7th Feb 2017 05:00,2 days 8 hours 32 minutes,1.017119,0.699412,-0.317706,-31.24,Bitmex,4,1053.96
5,Short,6th Feb 2017 23:00,6 hours,1.08463,1.015582,-0.069047,-6.37,Bitmex,4,1022.58
4,Long,6th Feb 2017 07:00,16 hours,1.091658,1.08447,-0.007187,-0.66,Bitmex,4,1022.58
3,Short,5th Feb 2017 10:30,20 hours 30 minutes,1.065828,1.092246,0.026417,2.48,Bitmex,4,1016.32
2,Long,2nd Feb 2017 00:00,3 days 10 hours 30 minutes,0.908943,1.069398,0.160455,17.65,Bitmex,4,1008.38
1,Short,1st Feb 2017 16:00,8 hours,0.97775,0.907377,-0.070372,-7.2,Bitmex,4,992.75
494,Short,16th Sep 2019 12:30,2 days 11 hours 30 minutes,0.448018,0.444658,-0.00336,-0.75,Bitmex,5,10262.5
493,Long,14th Sep 2019 08:30,2 days 4 hours,0.493459,0.446948,-0.04651,-9.43,Bitmex,5,10360.2
492,Short,13th Sep 2019 09:00,23 hours 30 minutes,0.504517,0.493199,-0.011318,-2.24,Bitmex,5,10367.4
491,Long,11th Sep 2019 08:00,2 days 1 hour,0.452697,0.505737,0.053039,11.72,Bitmex,5,10160.2
490,Short,9th Sep 2019 07:30,2 days 30 minutes,0.434526,0.453125,0.018599,4.28,Bitmex,5,10310
489,Long,7th Sep 2019 15:00,1 day 16 hours 30 minutes,0.505327,0.432859,-0.072468,-14.34,Bitmex,5,10484.3
488,Short,6th Sep 2019 20:00,19 hours,0.522441,0.504924,-0.017517,-3.35,Bitmex,5,10306.9
487,Long,6th Sep 2019 05:00,15 hours,0.630591,0.519895,-0.110695,-17.55,Bitmex,5,10306.9
486,Short,4th Sep 2019 07:30,1 day 21 hours 30 minutes,0.684698,0.629317,-0.05538,-8.09,Bitmex,5,10582.2
485,Long,29th Aug 2019 22:00,5 days 9 hours 30 minutes,0.460717,0.689971,0.229253,49.76,Bitmex,5,9495
484,Short,26th Aug 2019 18:30,3 days 3 hours 30 minutes,0.326661,0.463873,0.137211,42,Bitmex,5,10361.6
483,Long,26th Aug 2019 00:30,18 hours,0.374276,0.32554,-0.048735,-13.02,Bitmex,5,10361.6
482,Short,24th Aug 2019 08:30,1 day 16 hours,0.466435,0.372107,-0.094328,-20.22,Bitmex,5,10147.9
481,Long,23rd Aug 2019 15:00,17 hours 30 minutes,0.537351,0.464766,-0.072585,-13.51,Bitmex,5,10410.8
480,Long,19th Aug 2019 08:00,2 days 4 hours 37 minutes,0.875346,0.529394,-0.345951,-39.52,Bitmex,5,10920
479,Short,19th Aug 2019 05:30,2 hours 30 minutes,1.044928,0.871354,-0.173573,-16.61,Bitmex,5,10920
478,Long,18th Aug 2019 11:00,18 hours 30 minutes,1.045974,1.044903,-0.00107,-0.1,Bitmex,5,10315.4
477,Short,16th Aug 2019 10:00,2 days 1 hour,1.215784,1.041976,-0.173807,-14.3,Bitmex,5,10352.7
476,Long,15th Aug 2019 16:30,17 hours 30 minutes,1.177271,1.21669,0.039419,3.35,Bitmex,5,10300
475,Short,10th Aug 2019 11:00,4 days 17 hours 29 minutes,0.558262,1.191843,0.633581,113.49,Bitmex,5,11280.9
474,Long,10th Aug 2019 05:00,6 hours,0.547463,0.558516,0.011053,2.02,Bitmex,5,11280.9
473,Short,9th Aug 2019 18:00,11 hours,0.558578,0.547201,-0.011376,-2.04,Bitmex,5,11856.1
472,Long,7th Aug 2019 10:30,2 days 7 hours 30 minutes,0.540644,0.559,0.018356,3.4,Bitmex,5,11983.7
471,Short,6th Aug 2019 21:00,13 hours 30 minutes,0.546355,0.54051,-0.005845,-1.07,Bitmex,5,11465.4
470,Long,6th Aug 2019 08:30,12 hours 30 minutes,0.732561,0.541972,-0.190589,-26.02,Bitmex,5,11465.4
469,Long,1st Aug 2019 19:30,4 days 11 hours 20 minutes,0.416265,0.740007,0.323742,77.77,Bitmex,5,10405.9
468,Short,1st Aug 2019 10:00,9 hours 30 minutes,0.485086,0.414645,-0.070441,-14.52,Bitmex,5,10405.9
467,Long,28th Jul 2019 10:00,4 days,0.391003,0.487301,0.096297,24.63,Bitmex,5,9532.99
466,Short,23rd Jul 2019 09:00,5 days 1 hour,0.315641,0.392777,0.077136,24.44,Bitmex,5,9840.12
465,Long,23rd Jul 2019 04:00,5 hours,0.371354,0.314329,-0.057024,-15.36,Bitmex,5,9840.12
464,Short,22nd Jul 2019 16:00,12 hours,0.375354,0.37126,-0.004094,-1.09,Bitmex,5,10323.3
463,Long,21st Jul 2019 23:30,16 hours 30 minutes,0.446395,0.373681,-0.072713,-16.29,Bitmex,5,10590.7
462,Short,21st Jul 2019 07:00,16 hours 30 minutes,0.439674,0.446553,0.006879,1.56,Bitmex,5,10590.7
461,Long,20th Jul 2019 06:30,1 day 30 minutes,0.44737,0.439492,-0.007877,-1.76,Bitmex,5,10761
460,Short,19th Jul 2019 11:30,19 hours,0.514197,0.445797,-0.068399,-13.3,Bitmex,5,10518.5
459,Long,17th Jul 2019 15:30,1 day 20 hours,0.406789,0.516725,0.109935,27.03,Bitmex,5,9696.31
458,Short,16th Jul 2019 11:30,1 day 4 hours,0.275732,0.409875,0.134142,48.65,Bitmex,5,9422.71
457,Short,10th Jul 2019 16:00,4 days 8 hours 13 minutes,0.130126,0.27916,0.149033,114.53,Bitmex,5,12097.9
456,Long,10th Jul 2019 01:00,15 hours,0.166669,0.129266,-0.037403,-22.44,Bitmex,5,12097.9
455,Short,9th Jul 2019 21:30,3 hours 30 minutes,0.193564,0.166036,-0.027528,-14.22,Bitmex,5,12561
454,Long,7th Jul 2019 18:00,2 days 3 hours 30 minutes,0.138197,0.194868,0.05667,41.01,Bitmex,5,11474.4
453,Long,4th Jul 2019 07:30,23 hours 22 minutes,0.243601,0.135716,-0.107885,-44.29,Bitmex,5,11137.8
452,Short,1st Jul 2019 15:30,1 day 2 hours 10 minutes,0.366029,0.240719,-0.125309,-34.23,Bitmex,5,10577.6
451,Long,1st Jul 2019 09:00,5 hours 55 minutes,0.577456,0.361052,-0.216404,-37.48,Bitmex,5,10577.6
450,Short,29th Jun 2019 05:30,2 days 3 hours 30 minutes,0.482533,0.579691,0.097157,20.13,Bitmex,5,11865.2
449,Long,28th Jun 2019 05:00,1 day 30 minutes,0.392617,0.48465,0.092032,23.44,Bitmex,5,12360.4
448,Short,27th Jun 2019 06:30,22 hours 30 minutes,0.250319,0.395967,0.145648,58.19,Bitmex,5,11159.2
447,Long,26th Jun 2019 00:00,1 day 6 hours 30 minutes,0.205291,0.251379,0.046088,22.45,Bitmex,5,12927.4
446,Short,22nd Jun 2019 23:30,2 days 22 hours 11 minutes,0.307983,0.202873,-0.105109,-34.13,Bitmex,5,10666.8
445,Long,17th Jun 2019 11:30,5 days 43 minutes,0.174336,0.311129,0.136793,78.46,Bitmex,5,9331.75
444,Short,16th Jun 2019 22:00,13 hours 30 minutes,0.204606,0.173624,-0.030982,-15.14,Bitmex,5,8978.66
443,Long,10th Jun 2019 08:30,5 days 20 hours 33 minutes,0.11564,0.206701,0.09106,78.74,Bitmex,5,8015.69
442,Short,9th Jun 2019 16:00,16 hours 30 minutes,0.115251,0.11565,0.000398,0.35,Bitmex,5,7635.06
441,Long,7th Jun 2019 04:30,2 days 11 hours 30 minutes,0.121125,0.115112,-0.006012,-4.96,Bitmex,5,7998.13
440,Short,6th Jun 2019 18:00,10 hours 30 minutes,0.135789,0.12078,-0.015009,-11.05,Bitmex,5,7802.57
439,Long,4th Jun 2019 23:30,1 day 18 hours 30 minutes,0.136311,0.135777,-0.000533,-0.39,Bitmex,5,7670.96
438,Short,3rd Jun 2019 00:00,1 day 23 hours 30 minutes,0.080592,0.137622,0.05703,70.76,Bitmex,5,8107.96
437,Long,31st May 2019 15:30,2 days 8 hours 30 minutes,0.068633,0.080873,0.01224,17.83,Bitmex,5,8566.04
436,Short,30th May 2019 21:00,18 hours 30 minutes,0.066355,0.068687,0.002331,3.51,Bitmex,5,8279.69
435,Long,30th May 2019 16:00,5 hours,0.090761,0.065781,-0.02498,-27.52,Bitmex,5,8279.69
434,Short,29th May 2019 05:30,1 day 10 hours 30 minutes,0.114903,0.090193,-0.02471,-21.51,Bitmex,5,8662.44
433,Long,23rd May 2019 15:00,5 days 14 hours 30 minutes,0.078235,0.115766,0.037531,47.97,Bitmex,5,7881.98
432,Short,21st May 2019 16:00,1 day 23 hours,0.06994,0.07843,0.00849,12.14,Bitmex,5,7951.7
431,Short,19th May 2019 00:00,2 hours 7 minutes,0.103312,0.069155,-0.034157,-33.06,Bitmex,5,8196.59
430,Long,17th May 2019 22:30,1 day 1 hour 30 minutes,0.101137,0.103363,0.002225,2.2,Bitmex,5,7361.1
429,Short,17th May 2019 03:30,19 hours,0.093178,0.101324,0.008146,8.74,Bitmex,5,7361.1
428,Long,17th May 2019 01:30,1 hour 31 minutes,0.15761,0.091661,-0.065948,-41.84,Bitmex,5,7361.1
427,Short,16th May 2019 10:30,15 hours,0.154312,0.157688,0.003375,2.19,Bitmex,5,7878.96
426,Long,13th May 2019 09:30,3 days 1 hour,0.104517,0.155485,0.050967,48.76,Bitmex,5,7825.41
425,Long,10th May 2019 02:30,1 day 20 hours 42 minutes,0.058328,0.105605,0.047276,81.05,Bitmex,5,6343.14
424,Short,9th May 2019 17:30,9 hours,0.068126,0.058098,-0.010028,-14.72,Bitmex,5,6153.09
423,Long,8th May 2019 16:00,1 day 1 hour 30 minutes,0.061459,0.068283,0.006824,11.1,Bitmex,5,5943.6
422,Short,7th May 2019 20:00,20 hours,0.064463,0.061388,-0.003074,-4.77,Bitmex,5,5743.3
421,Long,6th May 2019 16:30,1 day 3 hours 30 minutes,0.058152,0.064611,0.006459,11.11,Bitmex,5,5687.9
420,Short,5th May 2019 15:00,1 day 1 hour 30 minutes,0.057958,0.058156,0.000198,0.34,Bitmex,5,5715.86
419,Long,30th Apr 2019 02:00,5 days 13 hours,0.039445,0.058394,0.018948,48.04,Bitmex,5,5267.43
418,Short,29th Apr 2019 22:00,4 hours,0.040704,0.039415,-0.001288,-3.17,Bitmex,5,5148.25
417,Long,29th Apr 2019 16:00,6 hours,0.041541,0.040684,-0.000856,-2.06,Bitmex,5,5148.25
416,Short,28th Apr 2019 10:30,1 day 5 hours 30 minutes,0.040496,0.041565,0.001069,2.64,Bitmex,5,5155
415,Long,19th Apr 2019 20:00,1 week 1 day 14 hours 30 minutes,0.045952,0.040367,-0.005584,-12.15,Bitmex,5,5290.36
414,Short,15th Apr 2019 16:00,4 days 4 hours,0.053242,0.04578,-0.007461,-14.01,Bitmex,5,5029.99
413,Long,12th Apr 2019 04:30,3 days 11 hours 30 minutes,0.048058,0.053364,0.005306,11.04,Bitmex,5,5078.18
412,Short,11th Apr 2019 06:30,22 hours,0.041189,0.04822,0.00703,17.07,Bitmex,5,5041.32
411,Long,10th Apr 2019 02:00,1 day 4 hours 30 minutes,0.042472,0.041159,-0.001313,-3.09,Bitmex,5,5320.81
410,Short,8th Apr 2019 15:30,1 day 10 hours 30 minutes,0.042746,0.042466,-0.000279,-0.65,Bitmex,5,5285.54
409,Long,4th Apr 2019 21:30,3 days 18 hours,0.033148,0.042972,0.009824,29.64,Bitmex,5,4906.49
408,Short,4th Apr 2019 15:30,6 hours,0.032004,0.033174,0.00117,3.66,Bitmex,5,4906.49
407,Long,3rd Apr 2019 17:00,22 hours 30 minutes,0.038431,0.031853,-0.006577,-17.11,Bitmex,5,4975.07
406,Long,26th Mar 2019 15:30,6 days 13 hours 22 minutes,0.021966,0.038818,0.016851,76.71,Bitmex,5,3922.42
405,Short,25th Mar 2019 17:30,22 hours,0.021096,0.021987,0.000891,4.23,Bitmex,5,3908.01
404,Long,20th Mar 2019 23:00,4 days 18 hours 30 minutes,0.023845,0.021031,-0.002814,-11.8,Bitmex,5,4033
403,Short,11th Mar 2019 12:00,1 week 2 days 11 hours,0.030564,0.023687,-0.006876,-22.5,Bitmex,5,3849.68
402,Long,11th Mar 2019 01:00,11 hours,0.032725,0.030513,-0.002211,-6.76,Bitmex,5,3849.68
401,Short,10th Mar 2019 02:00,23 hours,0.032537,0.032729,0.000192,0.59,Bitmex,5,3900.92
400,Long,5th Mar 2019 01:00,5 days 1 hour,0.025974,0.032691,0.006717,25.86,Bitmex,5,3844.59
399,Short,3rd Mar 2019 15:30,1 day 9 hours 30 minutes,0.023324,0.026036,0.002711,11.63,Bitmex,5,3786.93
398,Long,2nd Mar 2019 22:00,17 hours 30 minutes,0.023835,0.023312,-0.000522,-2.19,Bitmex,5,3809.7
397,Short,2nd Mar 2019 05:00,17 hours,0.024246,0.023826,-0.000419,-1.73,Bitmex,5,3809.7
396,Long,1st Mar 2019 14:00,15 hours,0.02494,0.024229,-0.00071,-2.85,Bitmex,5,3806.17
395,Short,28th Feb 2019 22:30,15 hours 30 minutes,0.025889,0.024917,-0.000971,-3.75,Bitmex,5,3792.14
394,Long,28th Feb 2019 10:00,12 hours 30 minutes,0.027151,0.025859,-0.001291,-4.76,Bitmex,5,3792.14
393,Short,26th Feb 2019 07:30,2 days 2 hours 30 minutes,0.02885,0.027111,-0.001739,-6.03,Bitmex,5,3799.48
392,Long,25th Feb 2019 14:00,17 hours 30 minutes,0.029272,0.02884,-0.000431,-1.47,Bitmex,5,3818.79
391,Short,24th Feb 2019 14:30,23 hours 30 minutes,0.028871,0.029281,0.00041,1.42,Bitmex,5,3734.22
390,Long,16th Feb 2019 03:30,1 week 1 day 11 hours,0.022625,0.029018,0.006393,28.26,Bitmex,5,3582.37
389,Short,12th Feb 2019 03:30,4 days,0.023156,0.022612,-0.000544,-2.35,Bitmex,5,3588.06
388,Long,11th Feb 2019 00:00,1 day 3 hours 30 minutes,0.026125,0.023086,-0.003038,-11.63,Bitmex,5,3590.36
387,Short,7th Feb 2019 20:30,20 hours 19 minutes,0.036219,0.025887,-0.010331,-28.52,Bitmex,5,3359
386,Long,7th Feb 2019 00:00,20 hours 30 minutes,0.037249,0.036195,-0.001054,-2.83,Bitmex,5,3359
385,Short,28th Jan 2019 04:00,1 week 2 days 20 hours,0.032754,0.037355,0.0046,14.04,Bitmex,5,3429.95
384,Long,27th Jan 2019 09:30,18 hours 30 minutes,0.037265,0.032648,-0.004616,-12.39,Bitmex,5,3531.02
383,Short,25th Jan 2019 08:30,2 days 1 hour,0.037257,0.037265,0.000008,0.02,Bitmex,5,3562.17
382,Long,24th Jan 2019 08:30,1 day,0.03687,0.037266,0.000395,1.07,Bitmex,5,3568.97
381,Short,23rd Jan 2019 10:00,22 hours 30 minutes,0.036215,0.036886,0.000671,1.85,Bitmex,5,3553.01
380,Long,22nd Jan 2019 13:00,21 hours,0.03606,0.036218,0.000158,0.44,Bitmex,5,3577.03
379,Short,22nd Jan 2019 04:30,8 hours 30 minutes,0.037199,0.036033,-0.001166,-3.14,Bitmex,5,3577.03
378,Long,21st Jan 2019 11:00,17 hours 30 minutes,0.037709,0.037187,-0.000522,-1.38,Bitmex,5,3531.76
377,Short,20th Jan 2019 07:30,1 day 3 hours 30 minutes,0.031414,0.037857,0.006443,20.51,Bitmex,5,3536.19
376,Long,19th Jan 2019 05:30,1 day 2 hours,0.02913,0.031468,0.002338,8.03,Bitmex,5,3682.65
375,Short,17th Jan 2019 07:00,1 day 22 hours 30 minutes,0.030935,0.029087,-0.001847,-5.97,Bitmex,5,3640.65
374,Long,16th Jan 2019 12:30,18 hours 30 minutes,0.033648,0.030871,-0.002776,-8.25,Bitmex,5,3609.71
373,Short,15th Jan 2019 14:00,22 hours 30 minutes,0.033094,0.033661,0.000566,1.71,Bitmex,5,3580.76
372,Long,14th Jan 2019 14:00,1 day,0.028653,0.033198,0.004545,15.86,Bitmex,5,3664.19
371,Short,13th Jan 2019 16:30,21 hours 30 minutes,0.029373,0.028636,-0.000737,-2.51,Bitmex,5,3514.24
370,Long,12th Jan 2019 16:00,1 day 30 minutes,0.034345,0.029256,-0.005088,-14.82,Bitmex,5,3619.41
369,Short,10th Jan 2019 00:30,2 days 15 hours 30 minutes,0.022667,0.03462,0.011953,52.73,Bitmex,5,3626.12
368,Long,8th Jan 2019 09:00,1 day 15 hours 30 minutes,0.022504,0.022671,0.000166,0.74,Bitmex,5,3993.86
367,Short,7th Jan 2019 16:00,17 hours,0.022369,0.022507,0.000138,0.62,Bitmex,5,4006.01
366,Long,6th Jan 2019 16:30,23 hours 30 minutes,0.018378,0.022463,0.004084,22.23,Bitmex,5,4040.99
365,Short,5th Jan 2019 17:00,23 hours 30 minutes,0.018349,0.018379,0.000029,0.16,Bitmex,5,3798.62
364,Long,1st Jan 2019 14:00,4 days 3 hours,0.016078,0.018403,0.002324,14.45,Bitmex,5,3826.1
363,Short,31st Dec 2018 07:00,1 day 7 hours,0.014864,0.016107,0.001243,8.37,Bitmex,5,3691.86
362,Long,30th Dec 2018 15:00,16 hours,0.015444,0.01485,-0.000593,-3.84,Bitmex,5,3829
361,Short,29th Dec 2018 14:30,1 day 30 minutes,0.014599,0.015463,0.000864,5.92,Bitmex,5,3729.31
360,Long,28th Dec 2018 16:00,22 hours 30 minutes,0.014072,0.014611,0.000539,3.83,Bitmex,5,3888.06
359,Short,26th Dec 2018 19:00,1 day 21 hours,0.015508,0.014038,-0.00147,-9.48,Bitmex,5,3809.88
358,Long,25th Dec 2018 22:30,20 hours 30 minutes,0.016415,0.015487,-0.000928,-5.66,Bitmex,5,3780
357,Short,24th Dec 2018 20:00,1 day 2 hours 30 minutes,0.012741,0.016502,0.003761,29.52,Bitmex,5,4034
356,Long,24th Dec 2018 02:30,17 hours 30 minutes,0.015612,0.012673,-0.002939,-18.83,Bitmex,5,4034
355,Short,21st Dec 2018 06:00,2 days 18 hours 53 minutes,0.023018,0.015438,-0.00758,-32.93,Bitmex,5,3839.06
354,Long,20th Dec 2018 09:00,21 hours,0.024374,0.022986,-0.001387,-5.69,Bitmex,5,4075.34
353,Short,19th Dec 2018 22:30,9 hours 50 minutes,0.036205,0.024095,-0.012109,-33.45,Bitmex,5,3682.51
352,Long,19th Dec 2018 00:00,22 hours 30 minutes,0.034812,0.036237,0.001425,4.1,Bitmex,5,3682.51
351,Short,18th Dec 2018 14:00,10 hours,0.043079,0.034617,-0.008461,-19.64,Bitmex,5,3667.77
350,Short,16th Dec 2018 19:30,22 hours 42 minutes,0.063946,0.042588,-0.021358,-33.4,Bitmex,5,3195
349,Long,16th Dec 2018 02:30,17 hours,0.063408,0.063959,0.000551,0.87,Bitmex,5,3195
348,Short,13th Dec 2018 04:30,2 days 22 hours,0.051931,0.063678,0.011746,22.62,Bitmex,5,3265
347,Long,11th Dec 2018 06:30,1 day 22 hours,0.055121,0.051856,-0.003265,-5.92,Bitmex,5,3349.36
346,Short,10th Dec 2018 08:30,22 hours,0.050213,0.055237,0.005023,10,Bitmex,5,3410.15
345,Long,9th Dec 2018 07:30,1 day 1 hour,0.047378,0.05028,0.002901,6.12,Bitmex,5,3531.18
344,Short,6th Dec 2018 18:00,2 days 13 hours 30 minutes,0.038376,0.04759,0.009214,24.01,Bitmex,5,3433.26
343,Long,6th Dec 2018 05:30,11 hours 17 minutes,0.060909,0.037845,-0.023064,-37.87,Bitmex,5,3433.26
342,Short,3rd Dec 2018 04:00,3 days 1 hour 30 minutes,0.052646,0.061104,0.008457,16.06,Bitmex,5,3833.47
341,Long,2nd Dec 2018 20:30,7 hours 30 minutes,0.066175,0.052328,-0.013846,-20.92,Bitmex,5,4103.19
340,Short,29th Nov 2018 07:30,3 days 13 hours,0.063809,0.06623,0.002421,3.79,Bitmex,5,4248
339,Long,27th Nov 2018 08:00,1 day 23 hours 30 minutes,0.043195,0.064294,0.021099,48.85,Bitmex,5,3775
338,Short,26th Nov 2018 14:00,18 hours,0.038916,0.043296,0.004379,11.25,Bitmex,5,3731.32
337,Long,25th Nov 2018 21:00,17 hours,0.044901,0.038776,-0.006125,-13.64,Bitmex,5,3936.69
336,Short,22nd Nov 2018 15:00,2 days 12 hours 46 minutes,0.02129,0.045457,0.024166,113.51,Bitmex,5,4265.36
335,Long,21st Nov 2018 00:30,1 day 14 hours 30 minutes,0.01969,0.021328,0.001638,8.32,Bitmex,5,4545.11
334,Short,18th Nov 2018 16:30,1 day 14 hours 20 minutes,0.009227,0.019936,0.010709,116.06,Bitmex,5,5560
